merchant_id,merchant_name,cuisine_type,city
GF-06946,Resto GrabMantap 6945,Seafood,Bekasi
GF-06947,Resto GrabMantap 6946,Snacks,Bali
GF-06948,Resto GrabMantap 6947,Snacks,Bandung
GF-06949,Resto GrabMantap 6948,Beverages,Bandung
GF-06950,Resto GrabMantap 6949,Ayam Geprek,Tangerang
GF-06951,Resto GrabMantap 6950,Fast Food,Depok
GF-06952,Resto GrabMantap 6951,Seafood,Bali
GF-06953,Resto GrabMantap 6952,Ayam Geprek,Tangerang
GF-06954,Resto GrabMantap 6953,Beverages,Makassar
GF-06955,Resto GrabMantap 6954,Ayam Geprek,Surabaya
GF-06956,Resto GrabMantap 6955,Ayam Geprek,Surabaya
GF-06957,Resto GrabMantap 6956,Seafood,Bogor
GF-06958,Resto GrabMantap 6957,Snacks,Bogor
GF-06959,Resto GrabMantap 6958,Fast Food,Surabaya
GF-06960,Resto GrabMantap 6959,Beverages,Bali
GF-06961,Resto GrabMantap 6960,Snacks,Bekasi
GF-06962,Resto GrabMantap 6961,Fast Food,Jakarta
GF-06963,Resto GrabMantap 6962,Fast Food,Bogor
GF-06964,Resto GrabMantap 6963,Snacks,Surabaya
GF-06965,Resto GrabMantap 6964,Snacks,Jakarta
GF-06966,Resto GrabMantap 6965,Snacks,Jakarta
GF-06967,Resto GrabMantap 6966,Martabak,Surabaya
GF-06968,Resto GrabMantap 6967,Fast Food,Medan
GF-06969,Resto GrabMantap 6968,Ayam Geprek,Bali
GF-06970,Resto GrabMantap 6969,Snacks,Medan
GF-06971,Resto GrabMantap 6970,Beverages,Tangerang
GF-06972,Resto GrabMantap 6971,Seafood,Bandung
GF-06973,Resto GrabMantap 6972,Seafood,Depok
GF-06974,Resto GrabMantap 6973,Snacks,Tangerang
GF-06975,Resto GrabMantap 6974,Seafood,Depok
GF-06976,Resto GrabMantap 6975,Beverages,Surabaya
GF-06977,Resto GrabMantap 6976,Beverages,Bogor
GF-06978,Resto GrabMantap 6977,Ayam Geprek,Bekasi
GF-06979,Resto GrabMantap 6978,Ayam Geprek,Bogor
GF-06980,Resto GrabMantap 6979,Fast Food,Jakarta
GF-06981,Resto GrabMantap 6980,Beverages,Tangerang
GF-06982,Resto GrabMantap 6981,Martabak,Depok
GF-06983,Resto GrabMantap 6982,Fast Food,Depok
GF-06984,Resto GrabMantap 6983,Snacks,Bekasi
GF-06985,Resto GrabMantap 6984,Ayam Geprek,Makassar
GF-06986,Resto GrabMantap 6985,Ayam Geprek,Jakarta
GF-06987,Resto GrabMantap 6986,Martabak,Bekasi
GF-06988,Resto GrabMantap 6987,Martabak,Tangerang
GF-06989,Resto GrabMantap 6988,Snacks,Bali
GF-06990,Resto GrabMantap 6989,Beverages,Medan
GF-06991,Resto GrabMantap 6990,Beverages,Surabaya
GF-06992,Resto GrabMantap 6991,Ayam Geprek,Bogor
GF-06993,Resto GrabMantap 6992,Ayam Geprek,Jakarta
GF-06994,Resto GrabMantap 6993,Ayam Geprek,Bali
GF-06995,Resto GrabMantap 6994,Fast Food,Makassar
GF-06996,Resto GrabMantap 6995,Martabak,Surabaya
GF-06997,Resto GrabMantap 6996,Snacks,Bekasi
GF-06998,Resto GrabMantap 6997,Snacks,Bekasi
GF-06999,Resto GrabMantap 6998,Beverages,Makassar
GF-07000,Resto GrabMantap 6999,Fast Food,Depok
GF-07001,Resto GrabMantap 7000,Martabak,Surabaya
GF-07002,Resto GrabMantap 7001,Snacks,Surabaya
GF-07003,Resto GrabMantap 7002,Fast Food,Bekasi
GF-07004,Resto GrabMantap 7003,Ayam Geprek,Jakarta
GF-07005,Resto GrabMantap 7004,Martabak,Medan
GF-07006,Resto GrabMantap 7005,Snacks,Bekasi
GF-07007,Resto GrabMantap 7006,Seafood,Bekasi
GF-07008,Resto GrabMantap 7007,Seafood,Surabaya
GF-07009,Resto GrabMantap 7008,Martabak,Makassar
GF-07010,Resto GrabMantap 7009,Beverages,Medan
GF-07011,Resto GrabMantap 7010,Martabak,Surabaya
GF-07012,Resto GrabMantap 7011,Beverages,Bekasi
GF-07013,Resto GrabMantap 7012,Martabak,Medan
GF-07014,Resto GrabMantap 7013,Beverages,Jakarta
GF-07015,Resto GrabMantap 7014,Snacks,Tangerang
GF-07016,Resto GrabMantap 7015,Snacks,Depok
GF-07017,Resto GrabMantap 7016,Ayam Geprek,Bogor
GF-07018,Resto GrabMantap 7017,Seafood,Depok
GF-07019,Resto GrabMantap 7018,Ayam Geprek,Bali
GF-07020,Resto GrabMantap 7019,Fast Food,Bandung
GF-07021,Resto GrabMantap 7020,Seafood,Makassar
GF-07022,Resto GrabMantap 7021,Snacks,Bekasi
GF-07023,Resto GrabMantap 7022,Beverages,Bekasi
GF-07024,Resto GrabMantap 7023,Beverages,Medan
GF-07025,Resto GrabMantap 7024,Beverages,Bogor
GF-07026,Resto GrabMantap 7025,Ayam Geprek,Depok
GF-07027,Resto GrabMantap 7026,Snacks,Bandung
GF-07028,Resto GrabMantap 7027,Beverages,Jakarta
GF-07029,Resto GrabMantap 7028,Seafood,Depok
GF-07030,Resto GrabMantap 7029,Seafood,Jakarta
GF-07031,Resto GrabMantap 7030,Martabak,Bogor
GF-07032,Resto GrabMantap 7031,Beverages,Bandung
GF-07033,Resto GrabMantap 7032,Seafood,Tangerang
GF-07034,Resto GrabMantap 7033,Martabak,Bali
GF-07035,Resto GrabMantap 7034,Beverages,Depok
GF-07036,Resto GrabMantap 7035,Fast Food,Depok
GF-07037,Resto GrabMantap 7036,Seafood,Jakarta
GF-07038,Resto GrabMantap 7037,Fast Food,Tangerang
GF-07039,Resto GrabMantap 7038,Beverages,Depok
GF-07040,Resto GrabMantap 7039,Beverages,Jakarta
GF-07041,Resto GrabMantap 7040,Snacks,Bandung
GF-07042,Resto GrabMantap 7041,Seafood,Bandung
GF-07043,Resto GrabMantap 7042,Beverages,Medan
GF-07044,Resto GrabMantap 7043,Fast Food,Tangerang
GF-07045,Resto GrabMantap 7044,Ayam Geprek,Bekasi
GF-07046,Resto GrabMantap 7045,Ayam Geprek,Bogor
GF-07047,Resto GrabMantap 7046,Beverages,Bogor
GF-07048,Resto GrabMantap 7047,Ayam Geprek,Jakarta
GF-07049,Resto GrabMantap 7048,Seafood,Bandung
GF-07050,Resto GrabMantap 7049,Fast Food,Bali
GF-07051,Resto GrabMantap 7050,Ayam Geprek,Surabaya
GF-07052,Resto GrabMantap 7051,Ayam Geprek,Tangerang
GF-07053,Resto GrabMantap 7052,Beverages,Depok
GF-07054,Resto GrabMantap 7053,Beverages,Bandung
GF-07055,Resto GrabMantap 7054,Martabak,Medan
GF-07056,Resto GrabMantap 7055,Beverages,Medan
GF-07057,Resto GrabMantap 7056,Snacks,Makassar
GF-07058,Resto GrabMantap 7057,Fast Food,Medan
GF-07059,Resto GrabMantap 7058,Beverages,Jakarta
GF-07060,Resto GrabMantap 7059,Martabak,Makassar
GF-07061,Resto GrabMantap 7060,Martabak,Makassar
GF-07062,Resto GrabMantap 7061,Martabak,Makassar
GF-07063,Resto GrabMantap 7062,Ayam Geprek,Bekasi
GF-07064,Resto GrabMantap 7063,Seafood,Bali
GF-07065,Resto GrabMantap 7064,Beverages,Jakarta
GF-07066,Resto GrabMantap 7065,Martabak,Bekasi
GF-07067,Resto GrabMantap 7066,Martabak,Jakarta
GF-07068,Resto GrabMantap 7067,Martabak,Bali
GF-07069,Resto GrabMantap 7068,Fast Food,Tangerang
GF-07070,Resto GrabMantap 7069,Snacks,Bekasi
GF-07071,Resto GrabMantap 7070,Martabak,Depok
GF-07072,Resto GrabMantap 7071,Fast Food,Bekasi
GF-07073,Resto GrabMantap 7072,Seafood,Medan
GF-07074,Resto GrabMantap 7073,Snacks,Surabaya
GF-07075,Resto GrabMantap 7074,Seafood,Makassar
GF-07076,Resto GrabMantap 7075,Fast Food,Bogor
GF-07077,Resto GrabMantap 7076,Martabak,Jakarta
GF-07078,Resto GrabMantap 7077,Seafood,Medan
GF-07079,Resto GrabMantap 7078,Beverages,Bandung
GF-07080,Resto GrabMantap 7079,Ayam Geprek,Makassar
GF-07081,Resto GrabMantap 7080,Beverages,Surabaya
GF-07082,Resto GrabMantap 7081,Martabak,Bali
GF-07083,Resto GrabMantap 7082,Seafood,Bandung
GF-07084,Resto GrabMantap 7083,Ayam Geprek,Makassar
GF-07085,Resto GrabMantap 7084,Snacks,Jakarta
GF-07086,Resto GrabMantap 7085,Seafood,Bogor
GF-07087,Resto GrabMantap 7086,Martabak,Surabaya
GF-07088,Resto GrabMantap 7087,Snacks,Bogor
GF-07089,Resto GrabMantap 7088,Seafood,Bali
GF-07090,Resto GrabMantap 7089,Seafood,Jakarta
GF-07091,Resto GrabMantap 7090,Seafood,Depok
GF-07092,Resto GrabMantap 7091,Seafood,Bekasi
GF-07093,Resto GrabMantap 7092,Martabak,Bogor
GF-07094,Resto GrabMantap 7093,Martabak,Bogor
GF-07095,Resto GrabMantap 7094,Snacks,Bogor
GF-07096,Resto GrabMantap 7095,Fast Food,Jakarta
GF-07097,Resto GrabMantap 7096,Ayam Geprek,Depok
GF-07098,Resto GrabMantap 7097,Seafood,Bogor
GF-07099,Resto GrabMantap 7098,Fast Food,Bali
GF-07100,Resto GrabMantap 7099,Fast Food,Bali
GF-07101,Resto GrabMantap 7100,Ayam Geprek,Jakarta
GF-07102,Resto GrabMantap 7101,Snacks,Bogor
GF-07103,Resto GrabMantap 7102,Fast Food,Bandung
GF-07104,Resto GrabMantap 7103,Martabak,Bekasi
GF-07105,Resto GrabMantap 7104,Beverages,Surabaya
GF-07106,Resto GrabMantap 7105,Martabak,Tangerang
GF-07107,Resto GrabMantap 7106,Snacks,Makassar
GF-07108,Resto GrabMantap 7107,Seafood,Jakarta
GF-07109,Resto GrabMantap 7108,Fast Food,Tangerang
GF-07110,Resto GrabMantap 7109,Beverages,Makassar
GF-07111,Resto GrabMantap 7110,Seafood,Medan
GF-07112,Resto GrabMantap 7111,Martabak,Bali
GF-07113,Resto GrabMantap 7112,Ayam Geprek,Jakarta
GF-07114,Resto GrabMantap 7113,Ayam Geprek,Jakarta
GF-07115,Resto GrabMantap 7114,Beverages,Bandung
GF-07116,Resto GrabMantap 7115,Ayam Geprek,Bekasi
GF-07117,Resto GrabMantap 7116,Seafood,Bali
GF-07118,Resto GrabMantap 7117,Fast Food,Bali
GF-07119,Resto GrabMantap 7118,Ayam Geprek,Medan
GF-07120,Resto GrabMantap 7119,Snacks,Makassar
GF-07121,Resto GrabMantap 7120,Martabak,Bandung
GF-07122,Resto GrabMantap 7121,Beverages,Bali
GF-07123,Resto GrabMantap 7122,Ayam Geprek,Medan
GF-07124,Resto GrabMantap 7123,Fast Food,Medan
GF-07125,Resto GrabMantap 7124,Martabak,Depok
GF-07126,Resto GrabMantap 7125,Beverages,Surabaya
GF-07127,Resto GrabMantap 7126,Seafood,Medan
GF-07128,Resto GrabMantap 7127,Martabak,Tangerang
GF-07129,Resto GrabMantap 7128,Ayam Geprek,Bali
GF-07130,Resto GrabMantap 7129,Seafood,Medan
GF-07131,Resto GrabMantap 7130,Snacks,Jakarta
GF-07132,Resto GrabMantap 7131,Seafood,Bogor
GF-07133,Resto GrabMantap 7132,Fast Food,Bogor
GF-07134,Resto GrabMantap 7133,Ayam Geprek,Medan
GF-07135,Resto GrabMantap 7134,Martabak,Medan
GF-07136,Resto GrabMantap 7135,Fast Food,Medan
GF-07137,Resto GrabMantap 7136,Martabak,Depok
GF-07138,Resto GrabMantap 7137,Ayam Geprek,Surabaya
GF-07139,Resto GrabMantap 7138,Seafood,Bekasi
GF-07140,Resto GrabMantap 7139,Ayam Geprek,Medan
GF-07141,Resto GrabMantap 7140,Ayam Geprek,Makassar
GF-07142,Resto GrabMantap 7141,Beverages,Bekasi
GF-07143,Resto GrabMantap 7142,Martabak,Depok
GF-07144,Resto GrabMantap 7143,Snacks,Depok
GF-07145,Resto GrabMantap 7144,Beverages,Medan
GF-07146,Resto GrabMantap 7145,Beverages,Tangerang
GF-07147,Resto GrabMantap 7146,Snacks,Bekasi
GF-07148,Resto GrabMantap 7147,Beverages,Surabaya
GF-07149,Resto GrabMantap 7148,Martabak,Bandung
GF-07150,Resto GrabMantap 7149,Seafood,Bandung
GF-07151,Resto GrabMantap 7150,Beverages,Jakarta
GF-07152,Resto GrabMantap 7151,Martabak,Bogor
GF-07153,Resto GrabMantap 7152,Beverages,Depok
GF-07154,Resto GrabMantap 7153,Seafood,Medan
GF-07155,Resto GrabMantap 7154,Ayam Geprek,Medan
GF-07156,Resto GrabMantap 7155,Snacks,Depok
GF-07157,Resto GrabMantap 7156,Fast Food,Bogor
GF-07158,Resto GrabMantap 7157,Beverages,Bogor
GF-07159,Resto GrabMantap 7158,Beverages,Jakarta
GF-07160,Resto GrabMantap 7159,Beverages,Tangerang
GF-07161,Resto GrabMantap 7160,Seafood,Jakarta
GF-07162,Resto GrabMantap 7161,Martabak,Depok
GF-07163,Resto GrabMantap 7162,Fast Food,Tangerang
GF-07164,Resto GrabMantap 7163,Martabak,Bali
GF-07165,Resto GrabMantap 7164,Fast Food,Bali
GF-07166,Resto GrabMantap 7165,Seafood,Tangerang
GF-07167,Resto GrabMantap 7166,Beverages,Tangerang
GF-07168,Resto GrabMantap 7167,Ayam Geprek,Makassar
GF-07169,Resto GrabMantap 7168,Martabak,Tangerang
GF-07170,Resto GrabMantap 7169,Ayam Geprek,Bekasi
GF-07171,Resto GrabMantap 7170,Snacks,Tangerang
GF-07172,Resto GrabMantap 7171,Fast Food,Bogor
GF-07173,Resto GrabMantap 7172,Martabak,Tangerang
GF-07174,Resto GrabMantap 7173,Snacks,Medan
GF-07175,Resto GrabMantap 7174,Fast Food,Bekasi
GF-07176,Resto GrabMantap 7175,Snacks,Jakarta
GF-07177,Resto GrabMantap 7176,Seafood,Tangerang
GF-07178,Resto GrabMantap 7177,Seafood,Surabaya
GF-07179,Resto GrabMantap 7178,Snacks,Medan
GF-07180,Resto GrabMantap 7179,Martabak,Medan
GF-07181,Resto GrabMantap 7180,Ayam Geprek,Depok
GF-07182,Resto GrabMantap 7181,Martabak,Jakarta
GF-07183,Resto GrabMantap 7182,Snacks,Depok
GF-07184,Resto GrabMantap 7183,Fast Food,Bandung
GF-07185,Resto GrabMantap 7184,Martabak,Bekasi
GF-07186,Resto GrabMantap 7185,Beverages,Bandung
GF-07187,Resto GrabMantap 7186,Seafood,Bali
GF-07188,Resto GrabMantap 7187,Fast Food,Surabaya
GF-07189,Resto GrabMantap 7188,Fast Food,Surabaya
GF-07190,Resto GrabMantap 7189,Seafood,Bogor
GF-07191,Resto GrabMantap 7190,Ayam Geprek,Makassar
GF-07192,Resto GrabMantap 7191,Ayam Geprek,Bogor
GF-07193,Resto GrabMantap 7192,Seafood,Bandung
GF-07194,Resto GrabMantap 7193,Beverages,Jakarta
GF-07195,Resto GrabMantap 7194,Seafood,Jakarta
GF-07196,Resto GrabMantap 7195,Seafood,Bekasi
GF-07197,Resto GrabMantap 7196,Martabak,Medan
GF-07198,Resto GrabMantap 7197,Snacks,Makassar
GF-07199,Resto GrabMantap 7198,Snacks,Bali
GF-07200,Resto GrabMantap 7199,Snacks,Bogor
GF-07201,Resto GrabMantap 7200,Fast Food,Bekasi
GF-07202,Resto GrabMantap 7201,Fast Food,Medan
GF-07203,Resto GrabMantap 7202,Martabak,Bali
GF-07204,Resto GrabMantap 7203,Fast Food,Surabaya
GF-07205,Resto GrabMantap 7204,Beverages,Bogor
GF-07206,Resto GrabMantap 7205,Fast Food,Bekasi
GF-07207,Resto GrabMantap 7206,Snacks,Jakarta
GF-07208,Resto GrabMantap 7207,Martabak,Depok
GF-07209,Resto GrabMantap 7208,Snacks,Medan
GF-07210,Resto GrabMantap 7209,Seafood,Bandung
GF-07211,Resto GrabMantap 7210,Martabak,Medan
GF-07212,Resto GrabMantap 7211,Ayam Geprek,Surabaya
GF-07213,Resto GrabMantap 7212,Beverages,Tangerang
GF-07214,Resto GrabMantap 7213,Snacks,Bandung
GF-07215,Resto GrabMantap 7214,Snacks,Jakarta
GF-07216,Resto GrabMantap 7215,Snacks,Jakarta
GF-07217,Resto GrabMantap 7216,Fast Food,Bali
GF-07218,Resto GrabMantap 7217,Ayam Geprek,Tangerang
GF-07219,Resto GrabMantap 7218,Snacks,Tangerang
GF-07220,Resto GrabMantap 7219,Ayam Geprek,Makassar
GF-07221,Resto GrabMantap 7220,Seafood,Depok
GF-07222,Resto GrabMantap 7221,Ayam Geprek,Jakarta
GF-07223,Resto GrabMantap 7222,Fast Food,Makassar
GF-07224,Resto GrabMantap 7223,Fast Food,Surabaya
GF-07225,Resto GrabMantap 7224,Seafood,Jakarta
GF-07226,Resto GrabMantap 7225,Ayam Geprek,Depok
GF-07227,Resto GrabMantap 7226,Beverages,Jakarta
GF-07228,Resto GrabMantap 7227,Martabak,Depok
GF-07229,Resto GrabMantap 7228,Martabak,Bali
GF-07230,Resto GrabMantap 7229,Martabak,Surabaya
GF-07231,Resto GrabMantap 7230,Snacks,Depok
GF-07232,Resto GrabMantap 7231,Snacks,Bandung
GF-07233,Resto GrabMantap 7232,Ayam Geprek,Bekasi
GF-07234,Resto GrabMantap 7233,Ayam Geprek,Bogor
GF-07235,Resto GrabMantap 7234,Seafood,Surabaya
GF-07236,Resto GrabMantap 7235,Fast Food,Jakarta
GF-07237,Resto GrabMantap 7236,Seafood,Medan
GF-07238,Resto GrabMantap 7237,Fast Food,Depok
GF-07239,Resto GrabMantap 7238,Seafood,Jakarta
GF-07240,Resto GrabMantap 7239,Beverages,Bogor
GF-07241,Resto GrabMantap 7240,Snacks,Tangerang
GF-07242,Resto GrabMantap 7241,Snacks,Makassar
GF-07243,Resto GrabMantap 7242,Seafood,Jakarta
GF-07244,Resto GrabMantap 7243,Snacks,Surabaya
GF-07245,Resto GrabMantap 7244,Seafood,Bali
GF-07246,Resto GrabMantap 7245,Beverages,Medan
GF-07247,Resto GrabMantap 7246,Ayam Geprek,Tangerang
GF-07248,Resto GrabMantap 7247,Martabak,Medan
GF-07249,Resto GrabMantap 7248,Martabak,Tangerang
GF-07250,Resto GrabMantap 7249,Seafood,Tangerang
GF-07251,Resto GrabMantap 7250,Seafood,Bandung
GF-07252,Resto GrabMantap 7251,Ayam Geprek,Tangerang
GF-07253,Resto GrabMantap 7252,Ayam Geprek,Makassar
GF-07254,Resto GrabMantap 7253,Snacks,Jakarta
GF-07255,Resto GrabMantap 7254,Seafood,Bali
GF-07256,Resto GrabMantap 7255,Fast Food,Jakarta
GF-07257,Resto GrabMantap 7256,Seafood,Bogor
GF-07258,Resto GrabMantap 7257,Snacks,Bali
GF-07259,Resto GrabMantap 7258,Martabak,Medan
GF-07260,Resto GrabMantap 7259,Ayam Geprek,Bandung
GF-07261,Resto GrabMantap 7260,Seafood,Bogor
GF-07262,Resto GrabMantap 7261,Beverages,Tangerang
GF-07263,Resto GrabMantap 7262,Martabak,Makassar
GF-07264,Resto GrabMantap 7263,Martabak,Bekasi
GF-07265,Resto GrabMantap 7264,Ayam Geprek,Makassar
GF-07266,Resto GrabMantap 7265,Beverages,Bekasi
GF-07267,Resto GrabMantap 7266,Seafood,Medan
GF-07268,Resto GrabMantap 7267,Beverages,Bogor
GF-07269,Resto GrabMantap 7268,Seafood,Bogor
GF-07270,Resto GrabMantap 7269,Fast Food,Bali
GF-07271,Resto GrabMantap 7270,Ayam Geprek,Bogor
GF-07272,Resto GrabMantap 7271,Martabak,Bogor
GF-07273,Resto GrabMantap 7272,Beverages,Depok
GF-07274,Resto GrabMantap 7273,Ayam Geprek,Surabaya
GF-07275,Resto GrabMantap 7274,Ayam Geprek,Surabaya
GF-07276,Resto GrabMantap 7275,Fast Food,Bekasi
GF-07277,Resto GrabMantap 7276,Snacks,Medan
GF-07278,Resto GrabMantap 7277,Seafood,Bogor
GF-07279,Resto GrabMantap 7278,Ayam Geprek,Surabaya
GF-07280,Resto GrabMantap 7279,Seafood,Makassar
GF-07281,Resto GrabMantap 7280,Fast Food,Bandung
GF-07282,Resto GrabMantap 7281,Ayam Geprek,Bogor
GF-07283,Resto GrabMantap 7282,Snacks,Jakarta
GF-07284,Resto GrabMantap 7283,Seafood,Makassar
GF-07285,Resto GrabMantap 7284,Ayam Geprek,Surabaya
GF-07286,Resto GrabMantap 7285,Fast Food,Jakarta
GF-07287,Resto GrabMantap 7286,Fast Food,Surabaya
GF-07288,Resto GrabMantap 7287,Seafood,Bekasi
GF-07289,Resto GrabMantap 7288,Seafood,Surabaya
GF-07290,Resto GrabMantap 7289,Seafood,Tangerang
GF-07291,Resto GrabMantap 7290,Seafood,Depok
GF-07292,Resto GrabMantap 7291,Seafood,Depok
GF-07293,Resto GrabMantap 7292,Martabak,Bekasi
GF-07294,Resto GrabMantap 7293,Fast Food,Makassar
GF-07295,Resto GrabMantap 7294,Martabak,Bogor
GF-07296,Resto GrabMantap 7295,Snacks,Bogor
GF-07297,Resto GrabMantap 7296,Snacks,Bekasi
GF-07298,Resto GrabMantap 7297,Snacks,Bali
GF-07299,Resto GrabMantap 7298,Martabak,Surabaya
GF-07300,Resto GrabMantap 7299,Seafood,Makassar
GF-07301,Resto GrabMantap 7300,Seafood,Surabaya
GF-07302,Resto GrabMantap 7301,Martabak,Bekasi
GF-07303,Resto GrabMantap 7302,Fast Food,Bekasi
GF-07304,Resto GrabMantap 7303,Snacks,Makassar
GF-07305,Resto GrabMantap 7304,Beverages,Bandung
GF-07306,Resto GrabMantap 7305,Ayam Geprek,Bali
GF-07307,Resto GrabMantap 7306,Fast Food,Medan
GF-07308,Resto GrabMantap 7307,Beverages,Bekasi
GF-07309,Resto GrabMantap 7308,Seafood,Makassar
GF-07310,Resto GrabMantap 7309,Beverages,Makassar
GF-07311,Resto GrabMantap 7310,Snacks,Bali
GF-07312,Resto GrabMantap 7311,Snacks,Bali
GF-07313,Resto GrabMantap 7312,Martabak,Bali
GF-07314,Resto GrabMantap 7313,Fast Food,Jakarta
GF-07315,Resto GrabMantap 7314,Ayam Geprek,Bali
GF-07316,Resto GrabMantap 7315,Fast Food,Tangerang
GF-07317,Resto GrabMantap 7316,Martabak,Bekasi
GF-07318,Resto GrabMantap 7317,Snacks,Depok
GF-07319,Resto GrabMantap 7318,Beverages,Bali
GF-07320,Resto GrabMantap 7319,Martabak,Medan
GF-07321,Resto GrabMantap 7320,Beverages,Bandung
GF-07322,Resto GrabMantap 7321,Snacks,Bogor
GF-07323,Resto GrabMantap 7322,Fast Food,Surabaya
GF-07324,Resto GrabMantap 7323,Snacks,Bogor
GF-07325,Resto GrabMantap 7324,Snacks,Surabaya
GF-07326,Resto GrabMantap 7325,Fast Food,Medan
GF-07327,Resto GrabMantap 7326,Snacks,Depok
GF-07328,Resto GrabMantap 7327,Snacks,Bali
GF-07329,Resto GrabMantap 7328,Ayam Geprek,Bekasi
GF-07330,Resto GrabMantap 7329,Ayam Geprek,Bandung
GF-07331,Resto GrabMantap 7330,Martabak,Makassar
GF-07332,Resto GrabMantap 7331,Ayam Geprek,Depok
GF-07333,Resto GrabMantap 7332,Beverages,Medan
GF-07334,Resto GrabMantap 7333,Fast Food,Bogor
GF-07335,Resto GrabMantap 7334,Seafood,Bali
GF-07336,Resto GrabMantap 7335,Fast Food,Bali
GF-07337,Resto GrabMantap 7336,Seafood,Bandung
GF-07338,Resto GrabMantap 7337,Martabak,Bandung
GF-07339,Resto GrabMantap 7338,Snacks,Jakarta
GF-07340,Resto GrabMantap 7339,Snacks,Bekasi
GF-07341,Resto GrabMantap 7340,Snacks,Jakarta
GF-07342,Resto GrabMantap 7341,Fast Food,Bali
GF-07343,Resto GrabMantap 7342,Beverages,Bogor
GF-07344,Resto GrabMantap 7343,Snacks,Bogor
GF-07345,Resto GrabMantap 7344,Martabak,Tangerang
GF-07346,Resto GrabMantap 7345,Seafood,Bogor
GF-07347,Resto GrabMantap 7346,Fast Food,Bandung
GF-07348,Resto GrabMantap 7347,Snacks,Tangerang
GF-07349,Resto GrabMantap 7348,Martabak,Bali
GF-07350,Resto GrabMantap 7349,Ayam Geprek,Tangerang
GF-07351,Resto GrabMantap 7350,Snacks,Makassar
GF-07352,Resto GrabMantap 7351,Fast Food,Bekasi
GF-07353,Resto GrabMantap 7352,Beverages,Bandung
GF-07354,Resto GrabMantap 7353,Snacks,Depok
GF-07355,Resto GrabMantap 7354,Fast Food,Surabaya
GF-07356,Resto GrabMantap 7355,Ayam Geprek,Medan
GF-07357,Resto GrabMantap 7356,Seafood,Bandung
GF-07358,Resto GrabMantap 7357,Seafood,Bandung
GF-07359,Resto GrabMantap 7358,Ayam Geprek,Medan
GF-07360,Resto GrabMantap 7359,Snacks,Depok
GF-07361,Resto GrabMantap 7360,Ayam Geprek,Depok
GF-07362,Resto GrabMantap 7361,Beverages,Bali
GF-07363,Resto GrabMantap 7362,Beverages,Makassar
GF-07364,Resto GrabMantap 7363,Seafood,Bandung
GF-07365,Resto GrabMantap 7364,Fast Food,Bandung
GF-07366,Resto GrabMantap 7365,Ayam Geprek,Bandung
GF-07367,Resto GrabMantap 7366,Seafood,Depok
GF-07368,Resto GrabMantap 7367,Beverages,Jakarta
GF-07369,Resto GrabMantap 7368,Seafood,Medan
GF-07370,Resto GrabMantap 7369,Fast Food,Jakarta
GF-07371,Resto GrabMantap 7370,Seafood,Depok
GF-07372,Resto GrabMantap 7371,Ayam Geprek,Depok
GF-07373,Resto GrabMantap 7372,Ayam Geprek,Jakarta
GF-07374,Resto GrabMantap 7373,Beverages,Depok
GF-07375,Resto GrabMantap 7374,Ayam Geprek,Tangerang
GF-07376,Resto GrabMantap 7375,Snacks,Tangerang
GF-07377,Resto GrabMantap 7376,Ayam Geprek,Bandung
GF-07378,Resto GrabMantap 7377,Seafood,Surabaya
GF-07379,Resto GrabMantap 7378,Snacks,Bogor
GF-07380,Resto GrabMantap 7379,Ayam Geprek,Medan
GF-07381,Resto GrabMantap 7380,Ayam Geprek,Medan
GF-07382,Resto GrabMantap 7381,Snacks,Medan
GF-07383,Resto GrabMantap 7382,Seafood,Tangerang
GF-07384,Resto GrabMantap 7383,Fast Food,Surabaya
GF-07385,Resto GrabMantap 7384,Snacks,Makassar
GF-07386,Resto GrabMantap 7385,Seafood,Tangerang
GF-07387,Resto GrabMantap 7386,Ayam Geprek,Bali
GF-07388,Resto GrabMantap 7387,Beverages,Tangerang
GF-07389,Resto GrabMantap 7388,Seafood,Tangerang
GF-07390,Resto GrabMantap 7389,Snacks,Makassar
GF-07391,Resto GrabMantap 7390,Fast Food,Bali
GF-07392,Resto GrabMantap 7391,Fast Food,Depok
GF-07393,Resto GrabMantap 7392,Martabak,Surabaya
GF-07394,Resto GrabMantap 7393,Snacks,Tangerang
GF-07395,Resto GrabMantap 7394,Beverages,Tangerang
GF-07396,Resto GrabMantap 7395,Ayam Geprek,Makassar
GF-07397,Resto GrabMantap 7396,Fast Food,Medan
GF-07398,Resto GrabMantap 7397,Martabak,Tangerang
GF-07399,Resto GrabMantap 7398,Ayam Geprek,Depok
GF-07400,Resto GrabMantap 7399,Beverages,Bali
GF-07401,Resto GrabMantap 7400,Snacks,Bandung
GF-07402,Resto GrabMantap 7401,Ayam Geprek,Depok
GF-07403,Resto GrabMantap 7402,Seafood,Bogor
GF-07404,Resto GrabMantap 7403,Snacks,Bogor
GF-07405,Resto GrabMantap 7404,Beverages,Bandung
GF-07406,Resto GrabMantap 7405,Beverages,Bandung
GF-07407,Resto GrabMantap 7406,Martabak,Depok
GF-07408,Resto GrabMantap 7407,Beverages,Depok
GF-07409,Resto GrabMantap 7408,Fast Food,Bogor
GF-07410,Resto GrabMantap 7409,Beverages,Depok
GF-07411,Resto GrabMantap 7410,Ayam Geprek,Bogor
GF-07412,Resto GrabMantap 7411,Seafood,Bandung
