,merchant_id,merchant_name,cuisine_type,city
6726,GF-06727,Resto GrabMantap 6726,Seafood,Depok
6727,GF-06728,Resto GrabMantap 6727,Beverages,Makassar
6728,GF-06729,Resto GrabMantap 6728,Seafood,Jakarta
6729,GF-06730,Resto GrabMantap 6729,Seafood,Bali
6730,GF-06731,Resto GrabMantap 6730,Beverages,Bekasi
6731,GF-06732,Resto GrabMantap 6731,Ayam Geprek,Medan
6732,GF-06733,Resto GrabMantap 6732,Martabak,Jakarta
6733,GF-06734,Resto GrabMantap 6733,Snacks,Depok
6734,GF-06735,Resto GrabMantap 6734,Seafood,Bekasi
6735,GF-06736,Resto GrabMantap 6735,Snacks,Jakarta
6736,GF-06737,Resto GrabMantap 6736,Seafood,Surabaya
6737,GF-06738,Resto GrabMantap 6737,Ayam Geprek,Surabaya
6738,GF-06739,Resto GrabMantap 6738,Beverages,Tangerang
6739,GF-06740,Resto GrabMantap 6739,Fast Food,Tangerang
6740,GF-06741,Resto GrabMantap 6740,Ayam Geprek,Medan
6741,GF-06742,Resto GrabMantap 6741,Martabak,Tangerang
6742,GF-06743,Resto GrabMantap 6742,Ayam Geprek,Depok
6743,GF-06744,Resto GrabMantap 6743,Fast Food,Medan
6744,GF-06745,Resto GrabMantap 6744,Fast Food,Medan
6745,GF-06746,Resto GrabMantap 6745,Seafood,Bogor
6746,GF-06747,Resto GrabMantap 6746,Ayam Geprek,Depok
6747,GF-06748,Resto GrabMantap 6747,Seafood,Surabaya
6748,GF-06749,Resto GrabMantap 6748,Snacks,Bogor
6749,GF-06750,Resto GrabMantap 6749,Beverages,Depok
6750,GF-06751,Resto GrabMantap 6750,Martabak,Surabaya
6751,GF-06752,Resto GrabMantap 6751,Beverages,Makassar
6752,GF-06753,Resto GrabMantap 6752,Martabak,Bogor
6753,GF-06754,Resto GrabMantap 6753,Beverages,Jakarta
6754,GF-06755,Resto GrabMantap 6754,Ayam Geprek,Jakarta
6755,GF-06756,Resto GrabMantap 6755,Ayam Geprek,Bogor
6756,GF-06757,Resto GrabMantap 6756,Ayam Geprek,Bandung
6757,GF-06758,Resto GrabMantap 6757,Martabak,Bekasi
6758,GF-06759,Resto GrabMantap 6758,Seafood,Tangerang
6759,GF-06760,Resto GrabMantap 6759,Ayam Geprek,Jakarta
6760,GF-06761,Resto GrabMantap 6760,Seafood,Bandung
6761,GF-06762,Resto GrabMantap 6761,Beverages,Bandung
6762,GF-06763,Resto GrabMantap 6762,Martabak,Jakarta
6763,GF-06764,Resto GrabMantap 6763,Fast Food,Bekasi
6764,GF-06765,Resto GrabMantap 6764,Fast Food,Bali
6765,GF-06766,Resto GrabMantap 6765,Martabak,Bali
6766,GF-06767,Resto GrabMantap 6766,Snacks,Medan
6767,GF-06768,Resto GrabMantap 6767,Snacks,Tangerang
6768,GF-06769,Resto GrabMantap 6768,Ayam Geprek,Bekasi
6769,GF-06770,Resto GrabMantap 6769,Seafood,Bandung
6770,GF-06771,Resto GrabMantap 6770,Martabak,Medan
6771,GF-06772,Resto GrabMantap 6771,Ayam Geprek,Bandung
6772,GF-06773,Resto GrabMantap 6772,Fast Food,Tangerang
6773,GF-06774,Resto GrabMantap 6773,Snacks,Tangerang
6774,GF-06775,Resto GrabMantap 6774,Seafood,Depok
6775,GF-06776,Resto GrabMantap 6775,Martabak,Makassar
6776,GF-06777,Resto GrabMantap 6776,Snacks,Tangerang
6777,GF-06778,Resto GrabMantap 6777,Martabak,Jakarta
6778,GF-06779,Resto GrabMantap 6778,Seafood,Bandung
6779,GF-06780,Resto GrabMantap 6779,Ayam Geprek,Jakarta
6780,GF-06781,Resto GrabMantap 6780,Beverages,Depok
6781,GF-06782,Resto GrabMantap 6781,Seafood,Bandung
6782,GF-06783,Resto GrabMantap 6782,Beverages,Bali
6783,GF-06784,Resto GrabMantap 6783,Seafood,Bekasi
6784,GF-06785,Resto GrabMantap 6784,Seafood,Bogor
6785,GF-06786,Resto GrabMantap 6785,Seafood,Bekasi
6786,GF-06787,Resto GrabMantap 6786,Snacks,Bali
6787,GF-06788,Resto GrabMantap 6787,Martabak,Bandung
6788,GF-06789,Resto GrabMantap 6788,Beverages,Bekasi
6789,GF-06790,Resto GrabMantap 6789,Martabak,Tangerang
6790,GF-06791,Resto GrabMantap 6790,Martabak,Bekasi
6791,GF-06792,Resto GrabMantap 6791,Martabak,Tangerang
6792,GF-06793,Resto GrabMantap 6792,Beverages,Depok
6793,GF-06794,Resto GrabMantap 6793,Seafood,Bali
6794,GF-06795,Resto GrabMantap 6794,Martabak,Makassar
6795,GF-06796,Resto GrabMantap 6795,Beverages,Bogor
6796,GF-06797,Resto GrabMantap 6796,Beverages,Bandung
6797,GF-06798,Resto GrabMantap 6797,Snacks,Depok
6798,GF-06799,Resto GrabMantap 6798,Seafood,Medan
6799,GF-06800,Resto GrabMantap 6799,Beverages,Medan
6800,GF-06801,Resto GrabMantap 6800,Seafood,Tangerang
6801,GF-06802,Resto GrabMantap 6801,Martabak,Surabaya
6802,GF-06803,Resto GrabMantap 6802,Beverages,Bogor
6803,GF-06804,Resto GrabMantap 6803,Martabak,Bekasi
6804,GF-06805,Resto GrabMantap 6804,Fast Food,Bali
6805,GF-06806,Resto GrabMantap 6805,Seafood,Depok
6806,GF-06807,Resto GrabMantap 6806,Martabak,Bali
6807,GF-06808,Resto GrabMantap 6807,Martabak,Bogor
6808,GF-06809,Resto GrabMantap 6808,Beverages,Tangerang
6809,GF-06810,Resto GrabMantap 6809,Ayam Geprek,Medan
6810,GF-06811,Resto GrabMantap 6810,Ayam Geprek,Bekasi
6811,GF-06812,Resto GrabMantap 6811,Seafood,Bogor
6812,GF-06813,Resto GrabMantap 6812,Fast Food,Bekasi
6813,GF-06814,Resto GrabMantap 6813,Martabak,Surabaya
6814,GF-06815,Resto GrabMantap 6814,Martabak,Makassar
6815,GF-06816,Resto GrabMantap 6815,Martabak,Bali
6816,GF-06817,Resto GrabMantap 6816,Martabak,Depok
6817,GF-06818,Resto GrabMantap 6817,Seafood,Surabaya
6818,GF-06819,Resto GrabMantap 6818,Martabak,Jakarta
6819,GF-06820,Resto GrabMantap 6819,Beverages,Tangerang
6820,GF-06821,Resto GrabMantap 6820,Fast Food,Jakarta
6821,GF-06822,Resto GrabMantap 6821,Ayam Geprek,Medan
6822,GF-06823,Resto GrabMantap 6822,Martabak,Medan
6823,GF-06824,Resto GrabMantap 6823,Snacks,Bali
6824,GF-06825,Resto GrabMantap 6824,Ayam Geprek,Depok
6825,GF-06826,Resto GrabMantap 6825,Martabak,Tangerang
6826,GF-06827,Resto GrabMantap 6826,Seafood,Tangerang
6827,GF-06828,Resto GrabMantap 6827,Ayam Geprek,Makassar
6828,GF-06829,Resto GrabMantap 6828,Snacks,Bandung
6829,GF-06830,Resto GrabMantap 6829,Fast Food,Medan
6830,GF-06831,Resto GrabMantap 6830,Fast Food,Makassar
6831,GF-06832,Resto GrabMantap 6831,Ayam Geprek,Surabaya
6832,GF-06833,Resto GrabMantap 6832,Beverages,Surabaya
6833,GF-06834,Resto GrabMantap 6833,Seafood,Bandung
6834,GF-06835,Resto GrabMantap 6834,Seafood,Bekasi
6835,GF-06836,Resto GrabMantap 6835,Ayam Geprek,Bandung
6836,GF-06837,Resto GrabMantap 6836,Fast Food,Bali
6837,GF-06838,Resto GrabMantap 6837,Ayam Geprek,Bandung
6838,GF-06839,Resto GrabMantap 6838,Martabak,Bandung
6839,GF-06840,Resto GrabMantap 6839,Snacks,Makassar
6840,GF-06841,Resto GrabMantap 6840,Ayam Geprek,Surabaya
6841,GF-06842,Resto GrabMantap 6841,Fast Food,Medan
6842,GF-06843,Resto GrabMantap 6842,Ayam Geprek,Jakarta
6843,GF-06844,Resto GrabMantap 6843,Fast Food,Depok
6844,GF-06845,Resto GrabMantap 6844,Fast Food,Jakarta
6845,GF-06846,Resto GrabMantap 6845,Snacks,Bogor
6846,GF-06847,Resto GrabMantap 6846,Snacks,Tangerang
6847,GF-06848,Resto GrabMantap 6847,Fast Food,Jakarta
6848,GF-06849,Resto GrabMantap 6848,Martabak,Medan
6849,GF-06850,Resto GrabMantap 6849,Ayam Geprek,Medan
6850,GF-06851,Resto GrabMantap 6850,Martabak,Surabaya
6851,GF-06852,Resto GrabMantap 6851,Seafood,Surabaya
6852,GF-06853,Resto GrabMantap 6852,Ayam Geprek,Bandung
6853,GF-06854,Resto GrabMantap 6853,Ayam Geprek,Bogor
6854,GF-06855,Resto GrabMantap 6854,Seafood,Jakarta
6855,GF-06856,Resto GrabMantap 6855,Fast Food,Jakarta
6856,GF-06857,Resto GrabMantap 6856,Ayam Geprek,Surabaya
6857,GF-06858,Resto GrabMantap 6857,Fast Food,Bandung
6858,GF-06859,Resto GrabMantap 6858,Ayam Geprek,Tangerang
6859,GF-06860,Resto GrabMantap 6859,Martabak,Jakarta
6860,GF-06861,Resto GrabMantap 6860,Martabak,Bali
6861,GF-06862,Resto GrabMantap 6861,Snacks,Makassar
6862,GF-06863,Resto GrabMantap 6862,Fast Food,Medan
6863,GF-06864,Resto GrabMantap 6863,Beverages,Surabaya
6864,GF-06865,Resto GrabMantap 6864,Fast Food,Tangerang
6865,GF-06866,Resto GrabMantap 6865,Ayam Geprek,Bekasi
6866,GF-06867,Resto GrabMantap 6866,Fast Food,Bekasi
6867,GF-06868,Resto GrabMantap 6867,Beverages,Bogor
6868,GF-06869,Resto GrabMantap 6868,Seafood,Bekasi
6869,GF-06870,Resto GrabMantap 6869,Seafood,Depok
6870,GF-06871,Resto GrabMantap 6870,Ayam Geprek,Makassar
6871,GF-06872,Resto GrabMantap 6871,Snacks,Jakarta
6872,GF-06873,Resto GrabMantap 6872,Snacks,Tangerang
6873,GF-06874,Resto GrabMantap 6873,Seafood,Bekasi
6874,GF-06875,Resto GrabMantap 6874,Beverages,Bekasi
6875,GF-06876,Resto GrabMantap 6875,Martabak,Bogor
6876,GF-06877,Resto GrabMantap 6876,Ayam Geprek,Tangerang
6877,GF-06878,Resto GrabMantap 6877,Martabak,Bogor
6878,GF-06879,Resto GrabMantap 6878,Martabak,Bogor
6879,GF-06880,Resto GrabMantap 6879,Fast Food,Bogor
6880,GF-06881,Resto GrabMantap 6880,Seafood,Bogor
6881,GF-06882,Resto GrabMantap 6881,Martabak,Medan
6882,GF-06883,Resto GrabMantap 6882,Snacks,Medan
6883,GF-06884,Resto GrabMantap 6883,Seafood,Surabaya
6884,GF-06885,Resto GrabMantap 6884,Fast Food,Bandung
6885,GF-06886,Resto GrabMantap 6885,Seafood,Bali
6886,GF-06887,Resto GrabMantap 6886,Snacks,Bandung
6887,GF-06888,Resto GrabMantap 6887,Martabak,Surabaya
6888,GF-06889,Resto GrabMantap 6888,Fast Food,Bandung
6889,GF-06890,Resto GrabMantap 6889,Beverages,Medan
6890,GF-06891,Resto GrabMantap 6890,Snacks,Bali
6891,GF-06892,Resto GrabMantap 6891,Snacks,Bali
6892,GF-06893,Resto GrabMantap 6892,Snacks,Bogor
6893,GF-06894,Resto GrabMantap 6893,Ayam Geprek,Bandung
6894,GF-06895,Resto GrabMantap 6894,Martabak,Jakarta
6895,GF-06896,Resto GrabMantap 6895,Martabak,Surabaya
6896,GF-06897,Resto GrabMantap 6896,Fast Food,Surabaya
6897,GF-06898,Resto GrabMantap 6897,Beverages,Bandung
6898,GF-06899,Resto GrabMantap 6898,Seafood,Surabaya
6899,GF-06900,Resto GrabMantap 6899,Snacks,Tangerang
6900,GF-06901,Resto GrabMantap 6900,Seafood,Bandung
6901,GF-06902,Resto GrabMantap 6901,Martabak,Bogor
6902,GF-06903,Resto GrabMantap 6902,Beverages,Surabaya
6903,GF-06904,Resto GrabMantap 6903,Snacks,Bekasi
6904,GF-06905,Resto GrabMantap 6904,Ayam Geprek,Bogor
6905,GF-06906,Resto GrabMantap 6905,Fast Food,Bogor
6906,GF-06907,Resto GrabMantap 6906,Beverages,Tangerang
6907,GF-06908,Resto GrabMantap 6907,Ayam Geprek,Jakarta
6908,GF-06909,Resto GrabMantap 6908,Beverages,Bali
6909,GF-06910,Resto GrabMantap 6909,Seafood,Medan
6910,GF-06911,Resto GrabMantap 6910,Ayam Geprek,Bogor
6911,GF-06912,Resto GrabMantap 6911,Ayam Geprek,Medan
6912,GF-06913,Resto GrabMantap 6912,Ayam Geprek,Bandung
6913,GF-06914,Resto GrabMantap 6913,Snacks,Depok
6914,GF-06915,Resto GrabMantap 6914,Fast Food,Medan
6915,GF-06916,Resto GrabMantap 6915,Beverages,Tangerang
6916,GF-06917,Resto GrabMantap 6916,Snacks,Jakarta
6917,GF-06918,Resto GrabMantap 6917,Snacks,Jakarta
6918,GF-06919,Resto GrabMantap 6918,Snacks,Makassar
6919,GF-06920,Resto GrabMantap 6919,Ayam Geprek,Depok
6920,GF-06921,Resto GrabMantap 6920,Fast Food,Surabaya
6921,GF-06922,Resto GrabMantap 6921,Beverages,Makassar
6922,GF-06923,Resto GrabMantap 6922,Beverages,Jakarta
6923,GF-06924,Resto GrabMantap 6923,Snacks,Bekasi
6924,GF-06925,Resto GrabMantap 6924,Martabak,Medan
6925,GF-06926,Resto GrabMantap 6925,Seafood,Surabaya
6926,GF-06927,Resto GrabMantap 6926,Snacks,Depok
6927,GF-06928,Resto GrabMantap 6927,Fast Food,Bekasi
6928,GF-06929,Resto GrabMantap 6928,Ayam Geprek,Surabaya
6929,GF-06930,Resto GrabMantap 6929,Ayam Geprek,Bogor
6930,GF-06931,Resto GrabMantap 6930,Snacks,Bali
6931,GF-06932,Resto GrabMantap 6931,Beverages,Makassar
6932,GF-06933,Resto GrabMantap 6932,Fast Food,Surabaya
6933,GF-06934,Resto GrabMantap 6933,Snacks,Surabaya
6934,GF-06935,Resto GrabMantap 6934,Fast Food,Depok
6935,GF-06936,Resto GrabMantap 6935,Fast Food,Makassar
6936,GF-06937,Resto GrabMantap 6936,Fast Food,Medan
6937,GF-06938,Resto GrabMantap 6937,Fast Food,Depok
6938,GF-06939,Resto GrabMantap 6938,Martabak,Bogor
6939,GF-06940,Resto GrabMantap 6939,Martabak,Bali
6940,GF-06941,Resto GrabMantap 6940,Fast Food,Surabaya
6941,GF-06942,Resto GrabMantap 6941,Seafood,Surabaya
6942,GF-06943,Resto GrabMantap 6942,Beverages,Jakarta
6943,GF-06944,Resto GrabMantap 6943,Snacks,Medan
6944,GF-06945,Resto GrabMantap 6944,Martabak,Surabaya
6945,GF-06946,Resto GrabMantap 6945,Seafood,Bekasi
6946,GF-06947,Resto GrabMantap 6946,Snacks,Bali
6947,GF-06948,Resto GrabMantap 6947,Snacks,Bandung
6948,GF-06949,Resto GrabMantap 6948,Beverages,Bandung
6949,GF-06950,Resto GrabMantap 6949,Ayam Geprek,Tangerang
6950,GF-06951,Resto GrabMantap 6950,Fast Food,Depok
6951,GF-06952,Resto GrabMantap 6951,Seafood,Bali
6952,GF-06953,Resto GrabMantap 6952,Ayam Geprek,Tangerang
6953,GF-06954,Resto GrabMantap 6953,Beverages,Makassar
6954,GF-06955,Resto GrabMantap 6954,Ayam Geprek,Surabaya
6955,GF-06956,Resto GrabMantap 6955,Ayam Geprek,Surabaya
6956,GF-06957,Resto GrabMantap 6956,Seafood,Bogor
6957,GF-06958,Resto GrabMantap 6957,Snacks,Bogor
6958,GF-06959,Resto GrabMantap 6958,Fast Food,Surabaya
6959,GF-06960,Resto GrabMantap 6959,Beverages,Bali
6960,GF-06961,Resto GrabMantap 6960,Snacks,Bekasi
6961,GF-06962,Resto GrabMantap 6961,Fast Food,Jakarta
6962,GF-06963,Resto GrabMantap 6962,Fast Food,Bogor
6963,GF-06964,Resto GrabMantap 6963,Snacks,Surabaya
6964,GF-06965,Resto GrabMantap 6964,Snacks,Jakarta
6965,GF-06966,Resto GrabMantap 6965,Snacks,Jakarta
6966,GF-06967,Resto GrabMantap 6966,Martabak,Surabaya
6967,GF-06968,Resto GrabMantap 6967,Fast Food,Medan
6968,GF-06969,Resto GrabMantap 6968,Ayam Geprek,Bali
6969,GF-06970,Resto GrabMantap 6969,Snacks,Medan
6970,GF-06971,Resto GrabMantap 6970,Beverages,Tangerang
6971,GF-06972,Resto GrabMantap 6971,Seafood,Bandung
6972,GF-06973,Resto GrabMantap 6972,Seafood,Depok
6973,GF-06974,Resto GrabMantap 6973,Snacks,Tangerang
6974,GF-06975,Resto GrabMantap 6974,Seafood,Depok
6975,GF-06976,Resto GrabMantap 6975,Beverages,Surabaya
6976,GF-06977,Resto GrabMantap 6976,Beverages,Bogor
6977,GF-06978,Resto GrabMantap 6977,Ayam Geprek,Bekasi
6978,GF-06979,Resto GrabMantap 6978,Ayam Geprek,Bogor
6979,GF-06980,Resto GrabMantap 6979,Fast Food,Jakarta
6980,GF-06981,Resto GrabMantap 6980,Beverages,Tangerang
6981,GF-06982,Resto GrabMantap 6981,Martabak,Depok
6982,GF-06983,Resto GrabMantap 6982,Fast Food,Depok
6983,GF-06984,Resto GrabMantap 6983,Snacks,Bekasi
6984,GF-06985,Resto GrabMantap 6984,Ayam Geprek,Makassar
6985,GF-06986,Resto GrabMantap 6985,Ayam Geprek,Jakarta
6986,GF-06987,Resto GrabMantap 6986,Martabak,Bekasi
6987,GF-06988,Resto GrabMantap 6987,Martabak,Tangerang
6988,GF-06989,Resto GrabMantap 6988,Snacks,Bali
6989,GF-06990,Resto GrabMantap 6989,Beverages,Medan
6990,GF-06991,Resto GrabMantap 6990,Beverages,Surabaya
6991,GF-06992,Resto GrabMantap 6991,Ayam Geprek,Bogor
6992,GF-06993,Resto GrabMantap 6992,Ayam Geprek,Jakarta
6993,GF-06994,Resto GrabMantap 6993,Ayam Geprek,Bali
6994,GF-06995,Resto GrabMantap 6994,Fast Food,Makassar
6995,GF-06996,Resto GrabMantap 6995,Martabak,Surabaya
6996,GF-06997,Resto GrabMantap 6996,Snacks,Bekasi
6997,GF-06998,Resto GrabMantap 6997,Snacks,Bekasi
6998,GF-06999,Resto GrabMantap 6998,Beverages,Makassar
6999,GF-07000,Resto GrabMantap 6999,Fast Food,Depok
7000,GF-07001,Resto GrabMantap 7000,Martabak,Surabaya
7001,GF-07002,Resto GrabMantap 7001,Snacks,Surabaya
7002,GF-07003,Resto GrabMantap 7002,Fast Food,Bekasi
7003,GF-07004,Resto GrabMantap 7003,Ayam Geprek,Jakarta
7004,GF-07005,Resto GrabMantap 7004,Martabak,Medan
7005,GF-07006,Resto GrabMantap 7005,Snacks,Bekasi
7006,GF-07007,Resto GrabMantap 7006,Seafood,Bekasi
7007,GF-07008,Resto GrabMantap 7007,Seafood,Surabaya
7008,GF-07009,Resto GrabMantap 7008,Martabak,Makassar
7009,GF-07010,Resto GrabMantap 7009,Beverages,Medan
7010,GF-07011,Resto GrabMantap 7010,Martabak,Surabaya
7011,GF-07012,Resto GrabMantap 7011,Beverages,Bekasi
7012,GF-07013,Resto GrabMantap 7012,Martabak,Medan
7013,GF-07014,Resto GrabMantap 7013,Beverages,Jakarta
7014,GF-07015,Resto GrabMantap 7014,Snacks,Tangerang
7015,GF-07016,Resto GrabMantap 7015,Snacks,Depok
7016,GF-07017,Resto GrabMantap 7016,Ayam Geprek,Bogor
7017,GF-07018,Resto GrabMantap 7017,Seafood,Depok
7018,GF-07019,Resto GrabMantap 7018,Ayam Geprek,Bali
7019,GF-07020,Resto GrabMantap 7019,Fast Food,Bandung
7020,GF-07021,Resto GrabMantap 7020,Seafood,Makassar
7021,GF-07022,Resto GrabMantap 7021,Snacks,Bekasi
7022,GF-07023,Resto GrabMantap 7022,Beverages,Bekasi
7023,GF-07024,Resto GrabMantap 7023,Beverages,Medan
7024,GF-07025,Resto GrabMantap 7024,Beverages,Bogor
7025,GF-07026,Resto GrabMantap 7025,Ayam Geprek,Depok
7026,GF-07027,Resto GrabMantap 7026,Snacks,Bandung
7027,GF-07028,Resto GrabMantap 7027,Beverages,Jakarta
7028,GF-07029,Resto GrabMantap 7028,Seafood,Depok
7029,GF-07030,Resto GrabMantap 7029,Seafood,Jakarta
7030,GF-07031,Resto GrabMantap 7030,Martabak,Bogor
7031,GF-07032,Resto GrabMantap 7031,Beverages,Bandung
7032,GF-07033,Resto GrabMantap 7032,Seafood,Tangerang
7033,GF-07034,Resto GrabMantap 7033,Martabak,Bali
7034,GF-07035,Resto GrabMantap 7034,Beverages,Depok
7035,GF-07036,Resto GrabMantap 7035,Fast Food,Depok
7036,GF-07037,Resto GrabMantap 7036,Seafood,Jakarta
7037,GF-07038,Resto GrabMantap 7037,Fast Food,Tangerang
7038,GF-07039,Resto GrabMantap 7038,Beverages,Depok
7039,GF-07040,Resto GrabMantap 7039,Beverages,Jakarta
7040,GF-07041,Resto GrabMantap 7040,Snacks,Bandung
7041,GF-07042,Resto GrabMantap 7041,Seafood,Bandung
7042,GF-07043,Resto GrabMantap 7042,Beverages,Medan
7043,GF-07044,Resto GrabMantap 7043,Fast Food,Tangerang
7044,GF-07045,Resto GrabMantap 7044,Ayam Geprek,Bekasi
7045,GF-07046,Resto GrabMantap 7045,Ayam Geprek,Bogor
7046,GF-07047,Resto GrabMantap 7046,Beverages,Bogor
7047,GF-07048,Resto GrabMantap 7047,Ayam Geprek,Jakarta
7048,GF-07049,Resto GrabMantap 7048,Seafood,Bandung
7049,GF-07050,Resto GrabMantap 7049,Fast Food,Bali
7050,GF-07051,Resto GrabMantap 7050,Ayam Geprek,Surabaya
7051,GF-07052,Resto GrabMantap 7051,Ayam Geprek,Tangerang
7052,GF-07053,Resto GrabMantap 7052,Beverages,Depok
7053,GF-07054,Resto GrabMantap 7053,Beverages,Bandung
7054,GF-07055,Resto GrabMantap 7054,Martabak,Medan
7055,GF-07056,Resto GrabMantap 7055,Beverages,Medan
7056,GF-07057,Resto GrabMantap 7056,Snacks,Makassar
7057,GF-07058,Resto GrabMantap 7057,Fast Food,Medan
7058,GF-07059,Resto GrabMantap 7058,Beverages,Jakarta
7059,GF-07060,Resto GrabMantap 7059,Martabak,Makassar
7060,GF-07061,Resto GrabMantap 7060,Martabak,Makassar
7061,GF-07062,Resto GrabMantap 7061,Martabak,Makassar
7062,GF-07063,Resto GrabMantap 7062,Ayam Geprek,Bekasi
7063,GF-07064,Resto GrabMantap 7063,Seafood,Bali
7064,GF-07065,Resto GrabMantap 7064,Beverages,Jakarta
7065,GF-07066,Resto GrabMantap 7065,Martabak,Bekasi
7066,GF-07067,Resto GrabMantap 7066,Martabak,Jakarta
7067,GF-07068,Resto GrabMantap 7067,Martabak,Bali
7068,GF-07069,Resto GrabMantap 7068,Fast Food,Tangerang
7069,GF-07070,Resto GrabMantap 7069,Snacks,Bekasi
7070,GF-07071,Resto GrabMantap 7070,Martabak,Depok
7071,GF-07072,Resto GrabMantap 7071,Fast Food,Bekasi
7072,GF-07073,Resto GrabMantap 7072,Seafood,Medan
7073,GF-07074,Resto GrabMantap 7073,Snacks,Surabaya
7074,GF-07075,Resto GrabMantap 7074,Seafood,Makassar
7075,GF-07076,Resto GrabMantap 7075,Fast Food,Bogor
7076,GF-07077,Resto GrabMantap 7076,Martabak,Jakarta
7077,GF-07078,Resto GrabMantap 7077,Seafood,Medan
7078,GF-07079,Resto GrabMantap 7078,Beverages,Bandung
7079,GF-07080,Resto GrabMantap 7079,Ayam Geprek,Makassar
7080,GF-07081,Resto GrabMantap 7080,Beverages,Surabaya
7081,GF-07082,Resto GrabMantap 7081,Martabak,Bali
7082,GF-07083,Resto GrabMantap 7082,Seafood,Bandung
7083,GF-07084,Resto GrabMantap 7083,Ayam Geprek,Makassar
7084,GF-07085,Resto GrabMantap 7084,Snacks,Jakarta
7085,GF-07086,Resto GrabMantap 7085,Seafood,Bogor
7086,GF-07087,Resto GrabMantap 7086,Martabak,Surabaya
7087,GF-07088,Resto GrabMantap 7087,Snacks,Bogor
7088,GF-07089,Resto GrabMantap 7088,Seafood,Bali
7089,GF-07090,Resto GrabMantap 7089,Seafood,Jakarta
7090,GF-07091,Resto GrabMantap 7090,Seafood,Depok
7091,GF-07092,Resto GrabMantap 7091,Seafood,Bekasi
7092,GF-07093,Resto GrabMantap 7092,Martabak,Bogor
7093,GF-07094,Resto GrabMantap 7093,Martabak,Bogor
7094,GF-07095,Resto GrabMantap 7094,Snacks,Bogor
7095,GF-07096,Resto GrabMantap 7095,Fast Food,Jakarta
7096,GF-07097,Resto GrabMantap 7096,Ayam Geprek,Depok
7097,GF-07098,Resto GrabMantap 7097,Seafood,Bogor
7098,GF-07099,Resto GrabMantap 7098,Fast Food,Bali
7099,GF-07100,Resto GrabMantap 7099,Fast Food,Bali
7100,GF-07101,Resto GrabMantap 7100,Ayam Geprek,Jakarta
7101,GF-07102,Resto GrabMantap 7101,Snacks,Bogor
7102,GF-07103,Resto GrabMantap 7102,Fast Food,Bandung
7103,GF-07104,Resto GrabMantap 7103,Martabak,Bekasi
7104,GF-07105,Resto GrabMantap 7104,Beverages,Surabaya
7105,GF-07106,Resto GrabMantap 7105,Martabak,Tangerang
7106,GF-07107,Resto GrabMantap 7106,Snacks,Makassar
7107,GF-07108,Resto GrabMantap 7107,Seafood,Jakarta
7108,GF-07109,Resto GrabMantap 7108,Fast Food,Tangerang
7109,GF-07110,Resto GrabMantap 7109,Beverages,Makassar
7110,GF-07111,Resto GrabMantap 7110,Seafood,Medan
7111,GF-07112,Resto GrabMantap 7111,Martabak,Bali
7112,GF-07113,Resto GrabMantap 7112,Ayam Geprek,Jakarta
7113,GF-07114,Resto GrabMantap 7113,Ayam Geprek,Jakarta
7114,GF-07115,Resto GrabMantap 7114,Beverages,Bandung
7115,GF-07116,Resto GrabMantap 7115,Ayam Geprek,Bekasi
7116,GF-07117,Resto GrabMantap 7116,Seafood,Bali
7117,GF-07118,Resto GrabMantap 7117,Fast Food,Bali
7118,GF-07119,Resto GrabMantap 7118,Ayam Geprek,Medan
7119,GF-07120,Resto GrabMantap 7119,Snacks,Makassar
7120,GF-07121,Resto GrabMantap 7120,Martabak,Bandung
7121,GF-07122,Resto GrabMantap 7121,Beverages,Bali
7122,GF-07123,Resto GrabMantap 7122,Ayam Geprek,Medan
7123,GF-07124,Resto GrabMantap 7123,Fast Food,Medan
7124,GF-07125,Resto GrabMantap 7124,Martabak,Depok
7125,GF-07126,Resto GrabMantap 7125,Beverages,Surabaya
7126,GF-07127,Resto GrabMantap 7126,Seafood,Medan
7127,GF-07128,Resto GrabMantap 7127,Martabak,Tangerang
7128,GF-07129,Resto GrabMantap 7128,Ayam Geprek,Bali
7129,GF-07130,Resto GrabMantap 7129,Seafood,Medan
7130,GF-07131,Resto GrabMantap 7130,Snacks,Jakarta
7131,GF-07132,Resto GrabMantap 7131,Seafood,Bogor
7132,GF-07133,Resto GrabMantap 7132,Fast Food,Bogor
7133,GF-07134,Resto GrabMantap 7133,Ayam Geprek,Medan
7134,GF-07135,Resto GrabMantap 7134,Martabak,Medan
7135,GF-07136,Resto GrabMantap 7135,Fast Food,Medan
7136,GF-07137,Resto GrabMantap 7136,Martabak,Depok
7137,GF-07138,Resto GrabMantap 7137,Ayam Geprek,Surabaya
7138,GF-07139,Resto GrabMantap 7138,Seafood,Bekasi
7139,GF-07140,Resto GrabMantap 7139,Ayam Geprek,Medan
7140,GF-07141,Resto GrabMantap 7140,Ayam Geprek,Makassar
7141,GF-07142,Resto GrabMantap 7141,Beverages,Bekasi
7142,GF-07143,Resto GrabMantap 7142,Martabak,Depok
7143,GF-07144,Resto GrabMantap 7143,Snacks,Depok
7144,GF-07145,Resto GrabMantap 7144,Beverages,Medan
7145,GF-07146,Resto GrabMantap 7145,Beverages,Tangerang
7146,GF-07147,Resto GrabMantap 7146,Snacks,Bekasi
7147,GF-07148,Resto GrabMantap 7147,Beverages,Surabaya
7148,GF-07149,Resto GrabMantap 7148,Martabak,Bandung
